Reaction ID,Reaction name,Reaction equation,EC number,Enzyme molar mass [g/mol],Turnover number (kcat) [1/s]
NTD12,5'-nucleotidase (dIMP),dimp_c + h2o_c  -> pi_c + din_c ,"3.1.3.5, 3.1.3.89",23814.985,0.24
FECRMtonex,Ferrichrome transport via ton system (extracellular),h_p + fecrm_e  -> h_c + fecrm_p ,,150031.87000000002,22
ADOCBLabcpp,Adenosylcobalamin transport via ABC system (periplasm),atp_c + adocbl_p + h2o_c  -> h_c + adocbl_c + adp_c + pi_c ,3.6.3.33,91359.08,0.845
CRNabcpp,L-carnitine transport via ABC system (periplasm),atp_c + crn_p + h2o_c  -> h_c + adp_c + pi_c + crn_c ,3.6.3.32,117765.67000000001,0.09733333333333333
CRNDabcpp,D-carnitine transport via ABC system (periplasm),crn__D_p + atp_c + h2o_c  -> h_c + adp_c + pi_c + crn__D_c ,3.6.3.32,117765.67000000001,0.09733333333333333
DNTPPA,Dihydroneopterin triphosphate pyrophosphatase,h2o_c + ahdt_c  -> h_c + dhpmp_c + ppi_c ,3.6.1.67,16115.945,11.6
CTBTabcpp,Crotonobetaine transport via ABC system (periplasm),ctbt_p + atp_c + h2o_c  -> h_c + adp_c + ctbt_c + pi_c ,3.6.3.32,117765.67000000001,0.09733333333333333
NTPP9,Nucleoside triphosphate pyrophosphorylase (itp),h2o_c + itp_c  -> h_c + imp_c + ppi_c ,3.6.1.66,21038.21,911.7
NTPP10,Nucleoside triphosphate pyrophosphorylase (ditp),ditp_c + h2o_c  -> h_c + dimp_c + ppi_c ,3.6.1.66,21038.21,152.4
NTPP11,Nucleoside triphosphate pyrophosphorylase (xtp),xtp_c + h2o_c  -> h_c + ppi_c + xmp_c ,3.6.1.66,21038.21,1009
NTD10pp,5'-nucleotidase (XMP),h2o_p + xmp_p  -> xtsn_p + pi_p ,"3.1.3.2, 3.1.3.5, 3.6.1.45",43462.375,171.9466666666667
NTD1pp,5'-nucleotidase (dUMP),dump_p + h2o_p  -> duri_p + pi_p ,"3.1.3.2, 3.1.3.5, 3.6.1.45",43462.375,171.9466666666667
NTD2pp,5'-nucleotidase (UMP),h2o_p + ump_p  -> uri_p + pi_p ,3.1.3.5,45453.963333333326,1.2
NTD3pp,5'-nucleotidase (dCMP),h2o_p + dcmp_p  -> dcyt_p + pi_p ,3.1.3.5,43462.375,0.23
NTD4pp,5'-nucleotidase (CMP),h2o_p + cmp_p  -> cytd_p + pi_p ,3.1.3.5,45453.963333333326,202
NTD5pp,5'-nucleotidase (dTMP),h2o_p + dtmp_p  -> thymd_p + pi_p ,3.1.3.5,43462.375,0.195
NTD6pp,5'-nucleotidase (dAMP),h2o_p + damp_p  -> pi_p + dad_2_p ,3.1.3.5,43462.375,0.3
NTD7pp,5'-nucleotidase (AMP),h2o_p + amp_p  -> adn_p + pi_p ,"3.1.3.5, 3.6.1.45",45453.963333333326,577.5
NTD9pp,5'-nucleotidase (GMP),h2o_p + gmp_p  -> gsn_p + pi_p ,3.1.3.5,45453.963333333326,11
PEAMNOpp,Phenethylamine oxidase,peamn_p + h2o_p + o2_p  -> nh4_p + pacald_p + h2o2_p ,1.4.3.21,84375.94,12.4
GAL1PPpp,D-galactose 1-phosphatase,h2o_p + gal1p_p  -> gal_p + pi_p ,3.1.3.10,45681.520000000004,0.0348
H2O2tex_f,Hydrogen peroxide transport via diffusion (external),h2o2_e  -> h2o2_p ,,39959.4825,100000000
ARGDCpp,Arginine decarboxylase,h_p + arg__L_p  -> agm_p + co2_p ,4.1.1.19,73896.19,2.2966666666666664
ALLPI_f,Allose 6-phosphate isomerase,all6p_c  -> allul6p_c ,5.3.1.6,16072.900000000001,2100
ALLK,Allose kinase,all__D_c + atp_c  -> h_c + adp_c + all6p_c ,2.7.1.55,33820,14.804833333333335
ALLULPE_f,Allulose 6-phosphate epimerase,allul6p_c  -> f6p_c ,5.1.3.-,26108.45,9201.8125
ADEtex_f,Adenine transport via diffusion (extracellular to periplasm),ade_e  -> ade_p ,,39959.4825,100000000
ADNtex_f,Adenosine transport via diffusion (extracellular to periplasm),adn_e  -> adn_p ,,33587.89,100000000
AGMtex_f,Agmatine transport via diffusion (extracellular to periplasm),agm_e  -> agm_p ,,39959.4825,100000000
ALAtex_f,L-alanine transport via diffusion (extracellular to periplasm),ala__L_e  -> ala__L_p ,,39959.4825,100000000
BALAtex_f,Beta-alanine transport via diffusion (extracellular to periplasm),ala_B_e  -> ala_B_p ,,39959.4825,100000000
DALAtex_f,D-Alanine transport via diffusion (extracellular to periplasm),ala__D_e  -> ala__D_p ,,39959.4825,100000000
AMPtex_f,AMP transport via diffusion (extracellular to periplasm),amp_e  -> amp_p ,,39959.4825,100000000
ARBtex_f,L-arabinose transport via diffusion (extracellular to periplasm),arab__L_e  -> arab__L_p ,,39959.4825,100000000
ARGtex_f,L-arginine transport via diffusion (extracellular to periplasm),arg__L_e  -> arg__L_p ,,39959.4825,100000000
ASCBtex_f,L-ascorbate transport via diffusion (extracellular to periplasm),ascb__L_e  -> ascb__L_p ,,39959.4825,100000000
FACOAL100t2pp,Fatty-acid-CoA ligase (decanoate transport via vectoral Co-A coupling),h_p + atp_c + coa_c + dca_p  -> h_c + ppi_c + dcacoa_c + amp_c ,6.2.1.3,61550.724999999984,0.029
RIBabcpp,D-ribose transport via ABC system (periplasm),atp_c + rib__D_p + h2o_c  -> h_c + rib__D_c + adp_c + pi_c ,3.6.3.17,139597.47666666668,95.19583333333334
GPDDA3pp,Glycerophosphodiester phosphodiesterase (Glycerophosphoserine),h2o_p + g3ps_p  -> h_p + ser__L_p + glyc3p_p ,3.1.4.46,40842.06,2.8
GPDDA4pp,Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol),h2o_p + g3pg_p  -> h_p + glyc_p + glyc3p_p ,3.1.4.46,40842.06,3.3
GPDDA2pp,Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine),h2o_p + g3pe_p  -> h_p + glyc3p_p + etha_p ,3.1.4.46,40842.06,1.1
FACOAL120t2pp,Fatty-acid-CoA ligase (dodecanoate transport via vectoral Co-A coupling),h_p + atp_c + ddca_p + coa_c  -> h_c + ddcacoa_c + ppi_c + amp_c ,6.2.1.3,61550.724999999984,0.029
FACOAL140t2pp,Fatty-acid-CoA ligase (tetradecanoate transport via vectoral Co-A coupling),h_p + atp_c + ttdca_p + coa_c  -> h_c + tdcoa_c + ppi_c + amp_c ,6.2.1.3,61550.724999999984,0.029
FE3HOXtonex,Fe(III)hydroxamine transport via ton system (extracellular),h_p + fe3hox_e  -> h_c + fe3hox_p ,,150031.87000000002,22
CU2abcpp,Copper (Cu+2) ABC transporter (periplasm),atp_c + h2o_c + cu2_c  -> h_c + cu2_p + adp_c + pi_c ,3.6.3.5,76837.9,300
COBALT2abcpp,Cobalt (Co+2) ABC transporter (periplasm),atp_c + cobalt2_c + h2o_c  -> h_c + adp_c + pi_c + cobalt2_p ,3.6.3.5,76837.9,300
NI2abcpp,Nickle (Ni+2) ABC transporter (periplasm),ni2_c + atp_c + h2o_c  -> h_c + adp_c + pi_c + ni2_p ,3.6.3.24,76837.9,95.19583333333334
MG2uabcpp,"Magnesium (Mg+2) ABC transporter (ubtake, periplasm)",atp_c + mg2_p + h2o_c  -> h_c + mg2_c + adp_c + pi_c ,3.6.3.2,99463.67,95.19583333333334
HCYSMT2,Homocysteine Methyltransferase,hcys__L_c + mmet_c  -> h_c + 2 met__L_c ,2.1.1.10,33421.96,0.38
MMETtex_f,S-methyl-L-methionine transport via diffusion (extracellular to periplasm),mmet_e  -> mmet_p ,,39959.4825,100000000
FE3tex_f,Iron (III) transport via diffusion (extracellular to periplasm),fe3_e  -> fe3_p ,,39959.4825,100000000
MG2tex_f,Magnesium (Mg+2) transport via diffusion (extracellular to periplasm),mg2_e  -> mg2_p ,,39959.4825,100000000
Zn2tex_f,Zinc (Zn+2) transport via diffusion (extracellular to periplasm),zn2_e  -> zn2_p ,,39959.4825,100000000
MMETt2pp,S-methylmethionine permease (periplasm),h_p + mmet_p  -> h_c + mmet_c ,,50524.50000000001,22
CD2tex_f,Cadmium (Cd+2) transport via diffusion (extracellular to periplasm),cd2_e  -> cd2_p ,,39959.4825,100000000
GLNabcpp,L-glutamine transport via ABC system (periplasm),atp_c + gln__L_p + h2o_c  -> h_c + adp_c + pi_c + gln__L_c ,3.6.3.-,78247.18,95.19583333333334
GLUabcpp,L-glutamate transport via ABC system (periplasm),atp_c + h2o_c + glu__L_p  -> h_c + adp_c + pi_c + glu__L_c ,3.6.3.21,112441.35,95.19583333333334
GLUABUTt7pp_f,4-aminobutyrate/glutamate antiport (periplasm),4abut_c + glu__L_p  -> 4abut_p + glu__L_c ,,55075.24,22
GLUt2rpp_f,"L-glutamate transport via proton symport, reversible (periplasm)",h_p + glu__L_p  -> h_c + glu__L_c ,,47157.939999999995,22
GLUt4pp,Na+/glutamate symport (periplasm),na1_p + glu__L_p  -> glu__L_c + na1_c ,,42424.1,22
GLYALDtpp_f,Glyceraldehyde facilitated diffusion (periplasm),glyald_p  -> glyald_c ,,29779.22,100000000
ACGK,Acetylglutamate kinase,atp_c + acglu_c  -> adp_c + acg5p_c ,2.7.2.8,27158.86,38.25
LCTSt3ipp,Lactose transport via proton aniport (periplasm),lcts_c + h_p  -> h_c + lcts_p ,,42664.76,22
ARBt3ipp,L-arabinose transport via proton antiport (periplasm),h_p + arab__L_c  -> h_c + arab__L_p ,,42537.22,22
14GLUCANabcpp,"1,4-alpha-D-glucan transport via ABC system (periplasm)",14glucan_p + atp_c + h2o_c  -> h_c + adp_c + pi_c + 14glucan_c ,3.6.3.19,173557.99000000002,95.19583333333334
14GLUCANtexi,"1,4-alpha-D-glucan transport via diffusion (extracellular to periplasm) irreversible",14glucan_e  -> 14glucan_p ,2.4.1.161,49910.62,100000000
DHPTPE_f,Dihydroneopterin triphosphate 2'-epimerase,ahdt_c  -> dhmptp_c ,5.1.99.-,14081.640000000003,933.676
NADPHQR2,NADPH Quinone Reductase (Ubiquinone-8),h_c + q8_c + nadph_c  -> q8h2_c + nadp_c ,,21890.199999999997,22
NADPHQR3,NADPH Quinone Reductase (Menaquinone-8),h_c + mqn8_c + nadph_c  -> nadp_c + mql8_c ,,21890.199999999997,22
NADPHQR4,NADPH Quinone Reductase (2-Demethylmenaquinone-8),h_c + 2dmmq8_c + nadph_c  -> nadp_c + 2dmmql8_c ,,21890.199999999997,22
GLBRAN2,"1,4-alpha-glucan branching enzyme (glycogen -> bglycogen)",glycogen_c  -> bglycogen_c ,2.4.1.18,84334.18999999999,0.15
ASR,Arsenate reductase,2 gthrd_c + aso4_c  -> aso3_c + h2o_c + gthox_c ,1.20.4.1,40184.24,0.3
ASO3tex_f,Arsenite transport via diffusion (extracellular to periplasm),aso3_e  -> aso3_p ,,39959.4825,100000000
MANGLYCtex_f,2-O-alpha-mannosyl-D-glycerate transport via diffusion (extracellular to periplasm),manglyc_e  -> manglyc_p ,,39959.4825,100000000
FRUURt2rpp_f,"D-fructuronate transport via proton symport, reversible (periplasm)",h_p + fruur_p  -> h_c + fruur_c ,,47136.84,22
FRUURtex_f,D-fructuronate transport via diffusion (extracellular),fruur_e  -> fruur_p ,,39959.4825,100000000
ECAtpp,"Enterobacterial common antigen transferase (flippase, cytoplasm to periplasm)",unagamuf_c  -> unagamuf_p ,,44958.56,22
O16AT,Rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate O-acetyltransferase (LPS O16 antigen biosynthesis),accoa_c + ragund_c  -> coa_c + aragund_c ,2.3.1.-,21674.399999999994,32.4876
O16GALFT,Galactofuranosyltransferase (LPS O16 antigen biosynthesis),udpgalfur_c + garagund_c  -> h_c + udp_c + gfgaragund_c ,2.4.1.-,37755.95,3.236666666666667
O16AUNDtpp,"O16 antigen (flippase, cytoplasm to periplasm)",o16aund_c  -> o16aund_p ,,45381.47,22
O16AP1pp,O16 antigen polymerase (periplasm),2 o16aund_p  -> udcpdp_p + h_p + o16a2und_p ,2.4.1.-,81178.79,18.3185
GLYCAt2rpp_f,"D-glycerate transport via proton symport, reversible (periplasm)",h_p + glyc__R_p  -> h_c + glyc__R_c ,,49074.31,22
GLYCAtex_f,D-glycerate transport via diffusion (extracellular to periplasm),glyc__R_e  -> glyc__R_p ,,39959.4825,100000000
AGM4PCP,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase",anhgm4p_c + h2o_c  -> anhgm3p_c + ala__D_c ,3.4.17.13,33566.57000000001,160
4PCP,"Tetrapeptide L,D-carboxypeptidase",LalaDgluMdapDala_c + h2o_c  -> ala__D_c + LalaDgluMdap_c ,3.4.17.13,33566.57000000001,160
4PCPpp,"Tetrapeptide L,D-carboxypeptidase (periplasm)",h2o_p + LalaDgluMdapDala_p  -> LalaDgluMdap_p + ala__D_p ,3.4.17.13,21039.15,160
FALDH2_f,Formaldehyde dehydrogenase,nad_c + hmgth_c  -> h_c + Sfglutth_c + nadh_c ,"1.1.1.1, 1.1.1.284",39357.79,11.75
GLYBabcpp,Glycine betaine transport via ABC system (periplasm),atp_c + h2o_c + glyb_p  -> h_c + glyb_c + adp_c + pi_c ,3.6.3.32,125697.59000000001,0.09733333333333333
GLYC3Pt6pp,Glycerol-3-phosphate : phosphate antiporter (periplasm),pi_c + glyc3p_p  -> glyc3p_c + pi_p ,,50309.020000000004,22
GLYCLTt4pp,Glycolate transport via sodium symport (periplasm),na1_p + glyclt_p  -> glyclt_c + na1_c ,,59195.62,22
GLYCtpp_f,Glycerol transport via channel (periplasm),glyc_c  -> glyc_p ,,29779.22,22
H2Otpp_f,H2O transport via diffusion (periplasm),h2o_p  -> h2o_c ,,23702.22,100000000
HCINNMt2rpp_f,"3-hydroxycinnamic acid transport via proton symport, reversible (periplasm)",h_p + 3hcinnm_p  -> h_c + 3hcinnm_c ,,41549.74999999999,22
HISabcpp,L-histidine transport via ABC system (periplasm),his__L_p + atp_c + h2o_c  -> h_c + adp_c + pi_c + his__L_c ,3.6.3.21,108598.34000000001,95.19583333333334
HISt2rpp_f,L-histidine reversible transport via proton symport (periplasm),h_p + his__L_p  -> h_c + his__L_c ,,49688.92999999999,22
CBIAT_f,Cobinamide adenyltransferase,h_c + atp_c + cbi_c  -> pppi_c + adocbi_c ,2.5.1.17,21998.239999999998,0.03
LYSabcpp,L-lysine transport via ABC system (periplasm),atp_c + h2o_c + lys__L_p  -> h_c + adp_c + pi_c + lys__L_c ,3.6.3.21,108106.61,95.19583333333334
COBALT2tex_f,Cobalt (Co+2) transport via diffusion (extracellular to periplasm),cobalt2_e  -> cobalt2_p ,,39959.4825,100000000
PPDOy,"Propane-1,2-diol:NADP+ 1-oxidoreductase",h_c + nadph_c + lald__D_c  -> 12ppd__R_c + nadp_c ,1.1.1.2,37977.27,38.1
NTD12pp,5'-nucleotidase (dIMP) (periplasm),h2o_p + dimp_p  -> din_p + pi_p ,3.1.3.5,43462.375,0.24
PPA2,Inorganic triphosphatase,pppi_c + h2o_c  -> h_c + pi_c + ppi_c ,3.6.1.11,42516.950000000004,3.46
DIMPtex_f,DIMP transport via diffusion (extracellular to periplasm),dimp_e  -> dimp_p ,,39959.4825,100000000
3NTD7pp,3'-nucleotidase (AMP) (periplasm),h2o_p + 3amp_p  -> adn_p + pi_p ,3.1.3.6,60133.54999999999,9.84
3NTD4pp,3'-nucleotidase (CMP) (periplasm),h2o_p + 3cmp_p  -> cytd_p + pi_p ,3.1.3.6,56568.07999999999,5.93
3NTD2pp,3'-nucleotidase (UMP) (periplasm),h2o_p + 3ump_p  -> uri_p + pi_p ,"3.1.3.1, 3.1.3.6, 3.1.4.16",60133.54999999999,16.823333333333334
3NTD9pp,3'-nucleotidase (GMP) (periplasm),h2o_p + 3gmp_p  -> gsn_p + pi_p ,"3.1.3.1, 3.1.3.6, 3.1.4.16",60133.54999999999,16.823333333333334
23PDE7pp,"2',3'-cyclic-nucleotide phosphodiesterase (AMP) (periplasm)",h2o_p + 23camp_p  -> h_p + 3amp_p ,3.1.4.16,70829.96,7.63
GALTptspp,Galactitol transport via PEP:Pyr PTS (periplasm),pep_c + galt_p  -> galt1p_c + pyr_c ,2.7.1.200,99753.86000000002,3204
GALURt2rpp_f,"D-galacturonate transport via proton symport, reversible (periplasm)",h_p + galur_p  -> h_c + galur_c ,,46891.17,22
GLCNt2rpp_f,"D-gluconate transport via proton symport, reversible (periplasm)",h_p + glcn_p  -> h_c + glcn_c ,,46389.33750000001,22
GLCptspp,D-glucose transport via PEP:Pyr PTS (periplasm),pep_c + glc__D_p  -> g6p_c + pyr_c ,2.7.3.9,151765.04666666666,73.8
GLCRt2rpp_f,"D-glucarate transport via proton symport, reversible (periplasm)",h_p + glcr_p  -> h_c + glcr_c ,,49074.31,22
GLCt2pp,D-glucose transport in via proton symport (periplasm),h_p + glc__D_p  -> h_c + glc__D_c ,,50981.17,22
GLCURt2rpp_f,"D-glucuronate transport via proton symport, reversible (periplasm)",h_p + glcur_p  -> h_c + glcur_c ,,40279.79,22
ACMUMptspp,N-acetylmuramate transport via PEP:Pyr PTS (periplasm),pep_c + acmum_p  -> acmum6p_c + pyr_c ,"2.7.1.-, 2.7.1.192",140676.22999999998,3204
HSTPT,Histidinol-phosphate transaminase,glu__L_c + imacp_c  -> akg_c + hisp_c ,2.6.1.9,39359.020000000004,426
THDPS,Tetrahydrodipicolinate succinylase,h2o_c + thdp_c + succoa_c  -> sl2a6o_c + coa_c ,2.3.1.117,29891.189999999995,1.1
ACONMT,Trans-aconitate methyltransferase,amet_c + acon_T_c  -> ahcys_c + aconm_c ,2.1.1.144,29005.140000000003,0.0524684
XTSNtex_f,Xanthosine transport via diffusion (extracellular to periplasm),xtsn_e  -> xtsn_p ,,39959.4825,100000000
GNK,Gluconokinase,atp_c + glcn_c  -> h_c + adp_c + 6pgc_c ,2.7.1.12,20273.010000000002,9.4
HMBS,Hydroxymethylbilane synthase,h2o_c + 4 ppbng_c  -> 4 nh4_c + hmbil_c ,2.5.1.61,33850.86000000001,0.25
RMK,Rhamnulokinase,atp_c + rml_c  -> h_c + adp_c + rml1p_c ,2.7.1.5,54067.49999999999,14.804833333333335
FHL,Formate-hydrogen lyase,h_c + for_c  -> h2_c + co2_c ,1.17.99.7,389303.79000000004,112.5575
MEPCT,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,h_c + ctp_c + 2me4p_c  -> 4c2me_c + ppi_c ,2.7.7.60,25736.55,51.25
GLUDy_f,Glutamate dehydrogenase (NADP),nadp_c + glu__L_c + h2o_c  -> h_c + akg_c + nh4_c + nadph_c ,1.4.1.4,131933.765,37.3
ZN2abcpp,"Zinc (Zn+2) ABC transporter, efflux (periplasm)",zn2_c + atp_c + h2o_c  -> h_c + adp_c + pi_c + zn2_p ,3.6.3.5,76837.9,300
GLYCLTDy,Glycolate dehydrogenase (NADP),h_c + glx_c + nadph_c  -> glyclt_c + nadp_c ,"1.1.1.79, 1.1.1.81",35368.44499999999,24.55
LYSDC,Lysine decarboxylase,h_c + lys__L_c  -> 15dap_c + co2_c ,4.1.1.18,80922.68500000001,30
DAAD,D-Amino acid dehydrogenase,h2o_c + ala__D_c + fad_c  -> fadh2_c + nh4_c + pyr_c ,1.4.99.-,47605.88,0.74
UREAtpp_f,Urea transport via facilitate diffusion (periplasm),urea_p  -> urea_c ,,29779.22,100000000
XANt2pp,Xanthine transport in via proton symport (periplasm),h_p + xan_p  -> h_c + xan_c ,,49910.07333333334,22
GLYC3Pabcpp,Sn-Glycerol 3-phosphate transport via ABC system (periplasm),atp_c + h2o_c + glyc3p_p  -> h_c + glyc3p_c + adp_c + pi_c ,3.6.3.20,152677.46000000002,95.19583333333334
PPPNt2rpp_f,"3-phenylpropionate transport via proton symport, reversible (periplasm)",pppn_p + h_p  -> h_c + pppn_c ,,41591.73,22
PTRCORNt7pp_f,Putrescine/ornithine antiporter (periplasm),ptrc_p + orn_c  -> orn_p + ptrc_c ,,46493.590000000004,22
SPMDabcpp,Spermidine transport via ABC system (periplasm),atp_c + h2o_c + spmd_p  -> h_c + adp_c + pi_c + spmd_c ,3.6.3.31,142184.80500000002,95.19583333333334
HG2tex_f,Mercury (Hg+2) transport via diffusion (extracellular to periplasm),hg2_e  -> hg2_p ,,39959.4825,100000000
NTPP5,Nucleoside triphosphate pyrophosphorylase (datp),datp_c + h2o_c  -> h_c + ppi_c + damp_c ,3.6.1.67,23858.32,4.59
ATPM,ATP maintenance requirement,atp_c + h2o_c  -> h_c + adp_c + pi_c ,,0,22
NTD3,5'-nucleotidase (dCMP),dcmp_c + h2o_c  -> pi_c + dcyt_c ,"3.1.3.5, 3.1.3.89",23287.27333333333,0.23
GLYOX,Hydroxyacylglutathione hydrolase,lgt__S_c + h2o_c  -> h_c + gthrd_c + lac__D_c ,3.1.2.6,28433.54,780
DADNtex_f,Deoxyadenosine transport via diffusion (extracellular to periplasm),dad_2_e  -> dad_2_p ,,33587.89,100000000
DHAtex_f,Dihydroxyacetone transport via diffusion (extracellular to periplasm),dha_e  -> dha_p ,,39959.4825,100000000
ETOHtex_f,Ethanol transport via diffusion (extracellular to periplasm),etoh_e  -> etoh_p ,,39959.4825,100000000
MTRPOX,N-methyltryptophan oxidase,o2_c + Nmtrp_c + h2o_c  -> fald_c + trp__L_c + h2o2_c ,1.5.3.-,40900.75,18.9
AGM4PCPpp,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase (periplasmic)",h2o_p + anhgm4p_p  -> anhgm3p_p + ala__D_p ,3.4.17.13,21039.15,160
GTPDPDP,"Guanosine-5'-triphosphate,3'-diphosphate diphosphatase",gdptp_c + h2o_c  -> h_c + pi_c + ppgpp_c ,3.6.1.40,54869.73,0.023
RNDR2,Ribonucleoside-diphosphate reductase (GDP),gdp_c + trdrd_c  -> dgdp_c + trdox_c + h2o_c ,1.17.4.1,142932.79499999998,8.115
XAND,Xanthine dehydrogenase,xan_c + nad_c + h2o_c  -> h_c + urate_c + nadh_c ,1.17.1.4,129759.62999999998,69
HACD3_f,3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA),h_c + 3oocoa_c + nadh_c  -> nad_c + 3hocoa_c ,1.1.1.35,78330.795,229
ACACtex_f,Acetoacetate transport via diffusion (extracellular to periplasm),acac_e  -> acac_p ,,39959.4825,100000000
ACNAMtex_f,N-acetylneuraminate transport via diffusion (extracellular to periplasm),acnam_e  -> acnam_p ,,35861.956666666665,100000000
ARBTNabcpp,Aerobactin transport via ABC system (periplasm),atp_c + arbtn_fe3_p + h2o_c  -> h_c + adp_c + pi_c + arbtn_fe3_c ,3.6.3.34,132268.33000000002,95.19583333333334
NNDMBRT,Nicotinate-nucleotide dimethylbenzimidazole phosphoribosyltransferase,dmbzid_c + nicrnt_c  -> h_c + 5prdmbz_c + nac_c ,2.4.2.21,36986.03999999999,1.6
THRA2,L-allo-Threonine Aldolase,athr__L_c  -> gly_c + acald_c ,4.1.2.48,40904.485,3.55
ASO3t8pp,Arsenite efflux via ATP hydrolysis (periplasm),aso3_c + atp_c + h2o_c  -> h_c + adp_c + pi_c + aso3_p ,3.6.3.16,45496.36,95.19583333333334
H2Stex_f,H2s transport via diffusion (extracellular to periplasm),h2s_e  -> h2s_p ,,39959.4825,100000000
PPK,Polyphosphate kinase,pi_c + atp_c  -> adp_c + ppi_c ,2.7.4.1,80428.96999999999,23.6
ABUTD,Aminobutyraldehyde dehydrogenase,nad_c + 4abutn_c + h2o_c  -> 2 h_c + 4abut_c + nadh_c ,1.2.1.19,50828.54,7.7
E4PD_f,Erythrose 4-phosphate dehydrogenase,nad_c + e4p_c + h2o_c  -> 2 h_c + nadh_c + 4per_c ,1.2.1.72,36414.825000000004,20
IG3PS,Imidazole-glycerol-3-phosphate synthase,gln__L_c + prlp_c  -> h_c + aicar_c + eig3p_c + glu__L_c ,4.1.3.-,50087.82,138
DADK_f,Deoxyadenylate kinase,atp_c + damp_c  -> dadp_c + adp_c ,2.7.4.3,23585.280000000002,879
DUTPDP,DUTP diphosphatase,dutp_c + h2o_c  -> h_c + ppi_c + dump_c ,3.6.1.23,16262.605000000001,58.3
NTP5,Nucleoside-triphosphatase (CTP),ctp_c + h2o_c  -> h_c + pi_c + cdp_c ,3.6.1.-,39192.05,449.17
FORt2pp,"Formate transport via proton symport (uptake only, periplasm)",h_p + for_p  -> h_c + for_c ,,30776.9,22
MTAN,Methylthioadenosine nucleosidase,5mta_c + h2o_c  -> 5mtr_c + ade_c ,3.2.2.9,24353.350000000002,4
DPR,2-dehydropantoate 2-reductase,h_c + 2dhp_c + nadph_c  -> nadp_c + pant__R_c ,"1.1.1.169, 1.1.1.86",43968.66,12.56
THRD_L,L-threonine deaminase,thr__L_c  -> nh4_c + 2obut_c ,4.3.1.19,45712.479999999996,5.2
4PEPTtex_f,LalaDgluMdapDala (pentapeptide) transport via diffusion (extracellular to periplasm),LalaDgluMdapDala_e  -> LalaDgluMdapDala_p ,,39959.4825,100000000
NAMNPP,Nicotinic acid mononucleotide pyrophosphorylase,atp_c + h2o_c + prpp_c + nac_c  -> adp_c + pi_c + ppi_c + nicrnt_c ,6.3.4.21,45895.880000000005,0.158
SELNPS,Selenophosphate synthase,atp_c + h2o_c + seln_c  -> pi_c + amp_c + selnp_c ,2.7.9.3,36686.200000000004,0.25
CRNCAR_f,Carnitine-CoA racemase,crncoa_c  -> crnDcoa_c ,4.2.1.149,28189.389999999996,368.4865
GALabcpp,D-galactose transport via ABC system (periplasm),gal_p + atp_c + h2o_c  -> h_c + adp_c + pi_c + gal_c ,3.6.3.17,143910.63,95.19583333333334
GLYCLTt2rpp_f,"Glycolate transport via proton symport, reversible (periplasm)",h_p + glyclt_p  -> h_c + glyclt_c ,,59042.63500000001,22
GUAt2pp,Guanine transport in via proton symport (periplasm),h_p + gua_p  -> h_c + gua_c ,,48866.79,22
HPPPNt2rpp_f,"3-(3-hydroxyphenyl)propionate transport via proton symport, reversible (periplasm)",h_p + 3hpppn_p  -> h_c + 3hpppn_c ,,41549.74999999999,22
ANHMK,"1,6-anhydrous-N-Acetylmuramate kinase",atp_c + h2o_c + anhm_c  -> h_c + acmum6p_c + adp_c ,2.7.1.170,39495.19,7000
DHFR_f,Dihydrofolate reductase,h_c + nadph_c + dhf_c  -> thf_c + nadp_c ,1.5.1.3,22173.189999999995,21.75
PRAIi,Phosphoribosylanthranilate isomerase (irreversible),pran_c  -> 2cpr5p_c ,5.3.1.24,49490.98,36
TYRTA_f,Tyrosine transaminase,akg_c + tyr__L_c  -> 34hpp_c + glu__L_c ,"2.6.1.42, 2.6.1.57",40400.39333333333,153.85
